uniq_isos	iso_ensts	iso_ensgs	iso_ensgvs	iso_gnames	iso_descs	filtered	regulator
C10orf71	C10orf71	ENSG00000177354	C10orf71	C10orf71	gene	0	0
C10orf76	C10orf76	ENSG00000120029	C10orf76	C10orf76	gene	0	0
C10orf81	C10orf81	unmapped-none	C10orf81	C10orf81	gene	0	0
C10orf82	C10orf82	ENSG00000165863	C10orf82	C10orf82	gene	0	0
C10orf88	C10orf88	ENSG00000119965	C10orf88	C10orf88	gene	0	0
C10orf90	C10orf90	ENSG00000154493	C10orf90	C10orf90	gene	0	0
C10orf91	C10orf91	ENSG00000180066	C10orf91	C10orf91	gene	0	0
C10orf95	C10orf95	ENSG00000120055	C10orf95	C10orf95	gene	0	0
C10orf96	C10orf96	unmapped-none	C10orf96	C10orf96	gene	0	0
C10orf99	C10orf99	ENSG00000188373	C10orf99	C10orf99	gene	0	0
C11orf1	C11orf1	ENSG00000137720	C11orf1	C11orf1	gene	0	0
C11orf10	C11orf10	unmapped-none	C11orf10	C11orf10	gene	0	0
C11orf16	C11orf16	ENSG00000176029	C11orf16	C11orf16	gene	0	0
C11orf2	C11orf2	unmapped-none	C11orf2	C11orf2	gene	0	0
C11orf20	C11orf20	unmapped-none	C11orf20	C11orf20	gene	0	0
C11orf21	C11orf21	ENSG00000110665	C11orf21	C11orf21	gene	0	0
C11orf24	C11orf24	ENSG00000171067	C11orf24	C11orf24	gene	0	0
C11orf30	C11orf30	unmapped-none	C11orf30	C11orf30	gene	0	0
C11orf31	C11orf31	unmapped-none	C11orf31	C11orf31	gene	0	0
C11orf34	C11orf34	unmapped-none	C11orf34	C11orf34	gene	0	0
C11orf35	C11orf35	unmapped-none	C11orf35	C11orf35	gene	0	0
C11orf36	C11orf36	unmapped-none	C11orf36	C11orf36	gene	0	0
C11orf40	C11orf40	ENSG00000171987	C11orf40	C11orf40	gene	0	0
C11orf41	C11orf41	unmapped-none	C11orf41	C11orf41	gene	0	0
C11orf42	C11orf42	ENSG00000180878	C11orf42	C11orf42	gene	0	0
C11orf45	C11orf45	ENSG00000174370	C11orf45	C11orf45	gene	0	0
C11orf46	C11orf46	unmapped-none	C11orf46	C11orf46	gene	0	0
C11orf48	C11orf48	ENSG00000162194	C11orf48	C11orf48	gene	0	0
C11orf49	C11orf49	ENSG00000149179	C11orf49	C11orf49	gene	0	0
C11orf51	C11orf51	ENSG00000110200	C11orf51	C11orf51	gene	0	0
C11orf52	C11orf52	ENSG00000149300	C11orf52	C11orf52	gene	0	0
C11orf53	C11orf53	ENSG00000150750	C11orf53	C11orf53	gene	0	0
C11orf54	C11orf54	ENSG00000182919	C11orf54	C11orf54	gene	0	0
C11orf57	C11orf57	ENSG00000150776	C11orf57	C11orf57	gene	0	0
C11orf58	C11orf58	ENSG00000110696	C11orf58	C11orf58	gene	0	0
C11orf61	C11orf61	unmapped-none	C11orf61	C11orf61	gene	0	0
C11orf63	C11orf63	ENSG00000109944	C11orf63	C11orf63	gene	0	0
C11orf65	C11orf65	ENSG00000166323	C11orf65	C11orf65	gene	0	0
C11orf67	C11orf67	unmapped-none	C11orf67	C11orf67	gene	0	0
C11orf68	C11orf68	ENSG00000175573	C11orf68	C11orf68	gene	0	0
C11orf70	C11orf70	ENSG00000137691	C11orf70	C11orf70	gene	0	0
C11orf71	C11orf71	ENSG00000180425	C11orf71	C11orf71	gene	0	0
C11orf73	C11orf73	unmapped-none	C11orf73	C11orf73	gene	0	0
C11orf74	C11orf74	ENSG00000166352	C11orf74	C11orf74	gene	0	0
C11orf75	C11orf75	unmapped-none	C11orf75	C11orf75	gene	0	0
C11orf80	C11orf80	ENSG00000173715	C11orf80	C11orf80	gene	0	0
C11orf82	C11orf82	unmapped-none	C11orf82	C11orf82	gene	0	0
C11orf83	C11orf83	unmapped-none	C11orf83	C11orf83	gene	0	0
C11orf84	C11orf84	ENSG00000168005	C11orf84	C11orf84	gene	0	0
C11orf85	C11orf85	unmapped-none	C11orf85	C11orf85	gene	0	0
C11orf86	C11orf86	ENSG00000173237	C11orf86	C11orf86	gene	0	0
C11orf87	C11orf87	ENSG00000185742	C11orf87	C11orf87	gene	0	0
C11orf88	C11orf88	ENSG00000183644	C11orf88	C11orf88	gene	0	0
C11orf9	C11orf9	unmapped-none	C11orf9	C11orf9	gene	0	0
C11orf91	C11orf91	ENSG00000205177	C11orf91	C11orf91	gene	0	0
C11orf92	C11orf92	unmapped-none	C11orf92	C11orf92	gene	0	0
C11orf93	C11orf93	unmapped-none	C11orf93	C11orf93	gene	0	0
C11orf94	C11orf94	ENSG00000234776	C11orf94	C11orf94	gene	0	0
C11orf95	C11orf95	ENSG00000188070	C11orf95	C11orf95	gene	0	0
C11orf96	C11orf96	ENSG00000187479	C11orf96	C11orf96	gene	0	0
C12orf10	C12orf10	ENSG00000139637	C12orf10	C12orf10	gene	0	0
C12orf12	C12orf12	unmapped-none	C12orf12	C12orf12	gene	0	0
C12orf23	C12orf23	unmapped-none	C12orf23	C12orf23	gene	0	0
C12orf26	C12orf26	unmapped-none	C12orf26	C12orf26	gene	0	0
C12orf29	C12orf29	ENSG00000133641	C12orf29	C12orf29	gene	0	0
C12orf32	C12orf32	unmapped-none	C12orf32	C12orf32	gene	0	0
C12orf33	C12orf33	unmapped-none	C12orf33	C12orf33	gene	0	0
C12orf34	C12orf34	ENSG00000139438	C12orf34	C12orf34	gene	0	0
C12orf35	C12orf35	unmapped-none	C12orf35	C12orf35	gene	0	0
C12orf36	C12orf36	unmapped-none	C12orf36	C12orf36	gene	0	0
C12orf37	C12orf37	unmapped-none	C12orf37	C12orf37	gene	0	0
C12orf39	C12orf39	unmapped-none	C12orf39	C12orf39	gene	0	0
C12orf4	C12orf4	ENSG00000047621	C12orf4	C12orf4	gene	0	0
C12orf40	C12orf40	ENSG00000180116	C12orf40	C12orf40	gene	0	0
C12orf42	C12orf42	ENSG00000179088	C12orf42	C12orf42	gene	0	0
C12orf43	C12orf43	ENSG00000157895	C12orf43	C12orf43	gene	0	0
C12orf44	C12orf44	ENSG00000123395	C12orf44	C12orf44	gene	0	0
C12orf45	C12orf45	ENSG00000151131	C12orf45	C12orf45	gene	0	0
C12orf47	C12orf47	unmapped-none	C12orf47	C12orf47	gene	0	0
C12orf49	C12orf49	ENSG00000111412	C12orf49	C12orf49	gene	0	0
C12orf5	C12orf5	unmapped-none	C12orf5	C12orf5	gene	0	0
C12orf50	C12orf50	ENSG00000165805	C12orf50	C12orf50	gene	0	0
C12orf51	C12orf51	unmapped-none	C12orf51	C12orf51	gene	0	0
C12orf52	C12orf52	ENSG00000139405	C12orf52	C12orf52	gene	0	0
C12orf53	C12orf53	unmapped-none	C12orf53	C12orf53	gene	0	0
C12orf54	C12orf54	ENSG00000177627	C12orf54	C12orf54	gene	0	0
C12orf56	C12orf56	ENSG00000185306	C12orf56	C12orf56	gene	0	0
C12orf57	C12orf57	ENSG00000111678	C12orf57	C12orf57	gene	0	0
C12orf59	C12orf59	unmapped-none	C12orf59	C12orf59	gene	0	0
C12orf60	C12orf60	ENSG00000182993	C12orf60	C12orf60	gene	0	0
C12orf61	C12orf61	unmapped-none	C12orf61	C12orf61	gene	0	0
C12orf65	C12orf65	ENSG00000130921	C12orf65	C12orf65	gene	0	0
C12orf66	C12orf66	ENSG00000174206	C12orf66	C12orf66	gene	0	0
C12orf68	C12orf68	unmapped-none	C12orf68	C12orf68	gene	0	0
C12orf69	C12orf69	unmapped-none	C12orf69	C12orf69	gene	0	0
C12orf70	C12orf70	unmapped-none	C12orf70	C12orf70	gene	0	0
C12orf71	C12orf71	ENSG00000214700	C12orf71	C12orf71	gene	0	0
C12orf73	C12orf73	ENSG00000204954	C12orf73	C12orf73	gene	0	0
C12orf74	C12orf74	ENSG00000214215	C12orf74	C12orf74	gene	0	0
C12orf75	C12orf75	ENSG00000235162	C12orf75	C12orf75	gene	0	0
C12orf76	C12orf76	ENSG00000174456	C12orf76	C12orf76	gene	0	0
C12orf77	C12orf77	ENSG00000226397	C12orf77	C12orf77	gene	0	0
C13orf15	C13orf15	unmapped-none	C13orf15	C13orf15	gene	0	0
C13orf33	C13orf33	unmapped-none	C13orf33	C13orf33	gene	0	0
C13orf35	C13orf35	unmapped-none	C13orf35	C13orf35	gene	0	0
C14orf1	C14orf1	ENSG00000133935	C14orf1	C14orf1	gene	0	0
C14orf101	C14orf101	ENSG00000070269	C14orf101	C14orf101	gene	0	0
C14orf102	C14orf102	unmapped-none	C14orf102	C14orf102	gene	0	0
C14orf105	C14orf105	ENSG00000100557	C14orf105	C14orf105	gene	0	0
C14orf109	C14orf109	unmapped-none	C14orf109	C14orf109	gene	0	0
C14orf118	C14orf118	ENSG00000089916	C14orf118	C14orf118	gene	0	0
C14orf119	C14orf119	ENSG00000179933	C14orf119	C14orf119	gene	0	0
C14orf126	C14orf126	unmapped-none	C14orf126	C14orf126	gene	0	0
C14orf129	C14orf129	ENSG00000100744	C14orf129	C14orf129	gene	0	0
C14orf132	C14orf132	ENSG00000227051	C14orf132	C14orf132	gene	0	0
C14orf133	C14orf133	ENSG00000151445	C14orf133	C14orf133	gene	0	0
C14orf135	C14orf135	unmapped-none	C14orf135	C14orf135	gene	0	0
C14orf142	C14orf142	ENSG00000275619	C14orf142	C14orf142	gene	0	0
C14orf149	C14orf149	unmapped-none	C14orf149	C14orf149	gene	0	0
C14orf159	C14orf159	ENSG00000133943	C14orf159	C14orf159	gene	0	0
C14orf162	C14orf162	unmapped-none	C14orf162	C14orf162	gene	0	0
C14orf165	C14orf165	unmapped-none	C14orf165	C14orf165	gene	0	0
C14orf166	C14orf166	ENSG00000087302	C14orf166	C14orf166	gene	0	0
C14orf166B	C14orf166B	unmapped-none	C14orf166B	C14orf166B	gene	0	0
C14orf167	C14orf167	unmapped-none	C14orf167	C14orf167	gene	0	0
C14orf169	C14orf169	unmapped-none	C14orf169	C14orf169	gene	0	0
C14orf176	C14orf176	unmapped-none	C14orf176	C14orf176	gene	0	0
C14orf177	C14orf177	ENSG00000176605	C14orf177	C14orf177	gene	0	0
C14orf178	C14orf178	ENSG00000197734	C14orf178	C14orf178	gene	0	0
C14orf180	C14orf180	ENSG00000274126	C14orf180	C14orf180	gene	0	0
C14orf182	C14orf182	unmapped-none	C14orf182	C14orf182	gene	0	0
C14orf183	C14orf183	unmapped-none	C14orf183	C14orf183	gene	0	0
C14orf2	C14orf2	ENSG00000156411	C14orf2	C14orf2	gene	0	0
C14orf21	C14orf21	unmapped-none	C14orf21	C14orf21	gene	0	0
C14orf23	C14orf23	unmapped-none	C14orf23	C14orf23	gene	0	0
C14orf28	C14orf28	ENSG00000179476	C14orf28	C14orf28	gene	0	0
C14orf37	C14orf37	ENSG00000139971	C14orf37	C14orf37	gene	0	0
C14orf38	C14orf38	unmapped-none	C14orf38	C14orf38	gene	0	0
C14orf39	C14orf39	ENSG00000179008	C14orf39	C14orf39	gene	0	0
C14orf43	C14orf43	ENSG00000156030	C14orf43	C14orf43	gene	0	1
C14orf45	C14orf45	unmapped-none	C14orf45	C14orf45	gene	0	0
C14orf49	C14orf49	unmapped-none	C14orf49	C14orf49	gene	0	0
C14orf55	C14orf55	unmapped-none	C14orf55	C14orf55	gene	0	0
C14orf64	C14orf64	unmapped-none	C14orf64	C14orf64	gene	0	0
C14orf79	C14orf79	ENSG00000140104	C14orf79	C14orf79	gene	0	0
C14orf80	C14orf80	ENSG00000185347	C14orf80	C14orf80	gene	0	0
C14orf93	C14orf93	ENSG00000100802	C14orf93	C14orf93	gene	0	0
C15orf17	C15orf17	unmapped-none	C15orf17	C15orf17	gene	0	0
C15orf2	C15orf2	unmapped-none	C15orf2	C15orf2	gene	0	0
C15orf23	C15orf23	unmapped-none	C15orf23	C15orf23	gene	0	0
C15orf24	C15orf24	unmapped-none	C15orf24	C15orf24	gene	0	0
C15orf26	C15orf26	unmapped-none	C15orf26	C15orf26	gene	0	0
C15orf27	C15orf27	unmapped-none	C15orf27	C15orf27	gene	0	0
C15orf29	C15orf29	ENSG00000134152	C15orf29	C15orf29	gene	0	0
C15orf32	C15orf32	ENSG00000183643	C15orf32	C15orf32	gene	0	0
C15orf33	C15orf33	unmapped-none	C15orf33	C15orf33	gene	0	0
C15orf34	C15orf34	unmapped-none	C15orf34	C15orf34	gene	0	0
C15orf37	C15orf37	unmapped-none	C15orf37	C15orf37	gene	0	0
C15orf38	C15orf38	unmapped-none	C15orf38	C15orf38	gene	0	0
C15orf38-AP3S2	C15orf38-AP3S2	ENSG00000250021	C15orf38-AP3S2	C15orf38-AP3S2	gene	0	0
C15orf39	C15orf39	ENSG00000167173	C15orf39	C15orf39	gene	0	0
C15orf40	C15orf40	ENSG00000169609	C15orf40	C15orf40	gene	0	0
C15orf41	C15orf41	ENSG00000186073	C15orf41	C15orf41	gene	0	0
C15orf42	C15orf42	unmapped-none	C15orf42	C15orf42	gene	0	0
C15orf43	C15orf43	unmapped-none	C15orf43	C15orf43	gene	0	0
C15orf44	C15orf44	unmapped-none	C15orf44	C15orf44	gene	0	0
C15orf48	C15orf48	ENSG00000166920	C15orf48	C15orf48	gene	0	0
C15orf5	C15orf5	unmapped-none	C15orf5	C15orf5	gene	0	0
C15orf50	C15orf50	unmapped-none	C15orf50	C15orf50	gene	0	0
C15orf52	C15orf52	ENSG00000188549	C15orf52	C15orf52	gene	0	0
C15orf53	C15orf53	ENSG00000175779	C15orf53	C15orf53	gene	0	0
C15orf54	C15orf54	ENSG00000175746	C15orf54	C15orf54	gene	0	0
C15orf55	C15orf55	unmapped-none	C15orf55	C15orf55	gene	0	0
C15orf56	C15orf56	ENSG00000176753	C15orf56	C15orf56	gene	0	0
C15orf57	C15orf57	ENSG00000128891	C15orf57	C15orf57	gene	0	0
C15orf58	C15orf58	unmapped-none	C15orf58	C15orf58	gene	0	0
C15orf59	C15orf59	ENSG00000205363	C15orf59	C15orf59	gene	0	0
C15orf60	C15orf60	unmapped-none	C15orf60	C15orf60	gene	0	0
C15orf61	C15orf61	ENSG00000189227	C15orf61	C15orf61	gene	0	0
C15orf62	C15orf62	ENSG00000188277	C15orf62	C15orf62	gene	0	0
C15orf63	C15orf63	unmapped-none	C15orf63	C15orf63	gene	0	0
C16orf11	C16orf11	unmapped-none	C16orf11	C16orf11	gene	0	0
C16orf13	C16orf13	ENSG00000130731	C16orf13	C16orf13	gene	0	0
C16orf3	C16orf3	unmapped-none	C16orf3	C16orf3	gene	0	0
C16orf42	C16orf42	unmapped-none	C16orf42	C16orf42	gene	0	0
C16orf45	C16orf45	ENSG00000278823	C16orf45	C16orf45	gene	0	0
C16orf46	C16orf46	ENSG00000166455	C16orf46	C16orf46	gene	0	0
C16orf48	C16orf48	unmapped-none	C16orf48	C16orf48	gene	0	0
C16orf5	C16orf5	unmapped-none	C16orf5	C16orf5	gene	0	0
C16orf52	C16orf52	ENSG00000284487	C16orf52	C16orf52	gene	0	0
C16orf53	C16orf53	unmapped-none	C16orf53	C16orf53	gene	0	0
C16orf54	C16orf54	ENSG00000185905	C16orf54	C16orf54	gene	0	0
C16orf55	C16orf55	unmapped-none	C16orf55	C16orf55	gene	0	0
C16orf57	C16orf57	ENSG00000103005	C16orf57	C16orf57	gene	0	0
C16orf58	C16orf58	ENSG00000140688	C16orf58	C16orf58	gene	0	0
C16orf59	C16orf59	ENSG00000162062	C16orf59	C16orf59	gene	0	0
C16orf62	C16orf62	ENSG00000103544	C16orf62	C16orf62	gene	0	0
C16orf7	C16orf7	unmapped-none	C16orf7	C16orf7	gene	0	0
C16orf70	C16orf70	ENSG00000125149	C16orf70	C16orf70	gene	0	0
C16orf71	C16orf71	ENSG00000166246	C16orf71	C16orf71	gene	0	0
C16orf72	C16orf72	ENSG00000182831	C16orf72	C16orf72	gene	0	0
C16orf73	C16orf73	unmapped-none	C16orf73	C16orf73	gene	0	0
C16orf74	C16orf74	ENSG00000154102	C16orf74	C16orf74	gene	0	0
C16orf78	C16orf78	ENSG00000166152	C16orf78	C16orf78	gene	0	0
C16orf79	C16orf79	unmapped-none	C16orf79	C16orf79	gene	0	0
C16orf80	C16orf80	unmapped-none	C16orf80	C16orf80	gene	0	0
C16orf82	C16orf82	ENSG00000234186	C16orf82	C16orf82	gene	0	0
C16orf86	C16orf86	ENSG00000159761	C16orf86	C16orf86	gene	0	0
C16orf87	C16orf87	ENSG00000155330	C16orf87	C16orf87	gene	0	0
C16orf88	C16orf88	unmapped-none	C16orf88	C16orf88	gene	0	0
C16orf89	C16orf89	ENSG00000153446	C16orf89	C16orf89	gene	0	0
C16orf90	C16orf90	ENSG00000215131	C16orf90	C16orf90	gene	0	0
C16orf91	C16orf91	ENSG00000174109	C16orf91	C16orf91	gene	0	0
C16orf92	C16orf92	ENSG00000167194	C16orf92	C16orf92	gene	0	0
C16orf93	C16orf93	unmapped-none	C16orf93	C16orf93	gene	0	0
C16orf95	C16orf95	ENSG00000260456	C16orf95	C16orf95	gene	0	0
C16orf96	C16orf96	ENSG00000205832	C16orf96	C16orf96	gene	0	0
C17orf100	C17orf100	ENSG00000256806	C17orf100	C17orf100	gene	0	0
C17orf101	C17orf101	unmapped-none	C17orf101	C17orf101	gene	0	0
C17orf102	C17orf102	ENSG00000197322	C17orf102	C17orf102	gene	0	0
C17orf103	C17orf103	unmapped-none	C17orf103	C17orf103	gene	0	0
C17orf104	C17orf104	unmapped-none	C17orf104	C17orf104	gene	0	0
C17orf105	C17orf105	ENSG00000231256	C17orf105	C17orf105	gene	0	0
C17orf107	C17orf107	ENSG00000205710	C17orf107	C17orf107	gene	0	0
C17orf108	C17orf108	unmapped-none	C17orf108	C17orf108	gene	0	0
C17orf109	C17orf109	unmapped-none	C17orf109	C17orf109	gene	0	0
C17orf110	C17orf110	unmapped-none	C17orf110	C17orf110	gene	0	0
C17orf28	C17orf28	unmapped-none	C17orf28	C17orf28	gene	0	0
C17orf39	C17orf39	unmapped-none	C17orf39	C17orf39	gene	0	0
C17orf47	C17orf47	ENSG00000181013	C17orf47	C17orf47	gene	0	0
C17orf48	C17orf48	unmapped-none	C17orf48	C17orf48	gene	0	0
C17orf49	C17orf49	ENSG00000258315	C17orf49	C17orf49	gene	0	0
C17orf50	C17orf50	ENSG00000270806	C17orf50	C17orf50	gene	0	0
C17orf51	C17orf51	ENSG00000212719	C17orf51	C17orf51	gene	0	0
C17orf53	C17orf53	ENSG00000125319	C17orf53	C17orf53	gene	0	0
C17orf56	C17orf56	unmapped-none	C17orf56	C17orf56	gene	0	0
C17orf57	C17orf57	unmapped-none	C17orf57	C17orf57	gene	0	0
C17orf58	C17orf58	ENSG00000186665	C17orf58	C17orf58	gene	0	0
C17orf59	C17orf59	unmapped-none	C17orf59	C17orf59	gene	0	0
C17orf61	C17orf61	unmapped-none	C17orf61	C17orf61	gene	0	0
C17orf61-PLSCR3	C17orf61-PLSCR3	unmapped-none	C17orf61-PLSCR3	C17orf61-PLSCR3	gene	0	0
C17orf62	C17orf62	ENSG00000178927	C17orf62	C17orf62	gene	0	0
C17orf63	C17orf63	ENSG00000173065	C17orf63	C17orf63	gene	0	0
C17orf64	C17orf64	ENSG00000141371	C17orf64	C17orf64	gene	0	0
C17orf65	C17orf65	unmapped-none	C17orf65	C17orf65	gene	0	0
C17orf66	C17orf66	unmapped-none	C17orf66	C17orf66	gene	0	0
C17orf67	C17orf67	ENSG00000214226	C17orf67	C17orf67	gene	0	0
C17orf69	C17orf69	unmapped-none	C17orf69	C17orf69	gene	0	0
C17orf70	C17orf70	unmapped-none	C17orf70	C17orf70	gene	0	0
C17orf72	C17orf72	unmapped-none	C17orf72	C17orf72	gene	0	0
C17orf74	C17orf74	ENSG00000283714	C17orf74	C17orf74	gene	0	0
C17orf75	C17orf75	ENSG00000108666	C17orf75	C17orf75	gene	0	0
C17orf76-AS1	C17orf76-AS1	unmapped-none	C17orf76-AS1	C17orf76-AS1	gene	0	0
C17orf77	C17orf77	ENSG00000182352	C17orf77	C17orf77	gene	0	0
C17orf78	C17orf78	ENSG00000278505	C17orf78	C17orf78	gene	0	0
C17orf79	C17orf79	unmapped-none	C17orf79	C17orf79	gene	0	0
C17orf80	C17orf80	ENSG00000141219	C17orf80	C17orf80	gene	0	0
C17orf81	C17orf81	unmapped-none	C17orf81	C17orf81	gene	0	0
C17orf82	C17orf82	ENSG00000187013	C17orf82	C17orf82	gene	0	0
C17orf85	C17orf85	unmapped-none	C17orf85	C17orf85	gene	0	0
C17orf89	C17orf89	unmapped-none	C17orf89	C17orf89	gene	0	0
C17orf90	C17orf90	unmapped-none	C17orf90	C17orf90	gene	0	0
C17orf96	C17orf96	unmapped-none	C17orf96	C17orf96	gene	0	0
C17orf97	C17orf97	ENSG00000283985	C17orf97	C17orf97	gene	0	0
C17orf98	C17orf98	ENSG00000276913	C17orf98	C17orf98	gene	0	0
C17orf99	C17orf99	ENSG00000187997	C17orf99	C17orf99	gene	0	0
C18orf1	C18orf1	unmapped-none	C18orf1	C18orf1	gene	0	0
C18orf21	C18orf21	ENSG00000141428	C18orf21	C18orf21	gene	0	0
C18orf25	C18orf25	ENSG00000152242	C18orf25	C18orf25	gene	0	0
C18orf26	C18orf26	unmapped-none	C18orf26	C18orf26	gene	0	0
C18orf32	C18orf32	ENSG00000177576	C18orf32	C18orf32	gene	0	0
C18orf34	C18orf34	unmapped-none	C18orf34	C18orf34	gene	0	0
C18orf42	C18orf42	unmapped-none	C18orf42	C18orf42	gene	0	0
C18orf54	C18orf54	ENSG00000166845	C18orf54	C18orf54	gene	0	0
C18orf56	C18orf56	unmapped-none	C18orf56	C18orf56	gene	0	0
C18orf62	C18orf62	unmapped-none	C18orf62	C18orf62	gene	0	0
C18orf63	C18orf63	ENSG00000206043	C18orf63	C18orf63	gene	0	0
C18orf8	C18orf8	ENSG00000141452	C18orf8	C18orf8	gene	0	0
C19orf10	C19orf10	unmapped-none	C19orf10	C19orf10	gene	0	0
C19orf12	C19orf12	ENSG00000131943	C19orf12	C19orf12	gene	0	0
C19orf18	C19orf18	ENSG00000177025	C19orf18	C19orf18	gene	0	0
C19orf21	C19orf21	unmapped-none	C19orf21	C19orf21	gene	0	0
C19orf24	C19orf24	ENSG00000228300	C19orf24	C19orf24	gene	0	0
C19orf25	C19orf25	ENSG00000119559	C19orf25	C19orf25	gene	0	0
C19orf26	C19orf26	unmapped-none	C19orf26	C19orf26	gene	0	0
C19orf29	C19orf29	unmapped-none	C19orf29	C19orf29	gene	0	0
C19orf29-AS1	C19orf29-AS1	unmapped-none	C19orf29-AS1	C19orf29-AS1	gene	0	0
C19orf33	C19orf33	ENSG00000167644	C19orf33	C19orf33	gene	0	0
C19orf35	C19orf35	ENSG00000188305	C19orf35	C19orf35	gene	0	0
C19orf38	C19orf38	ENSG00000214212	C19orf38	C19orf38	gene	0	0
C19orf40	C19orf40	ENSG00000131944	C19orf40	C19orf40	gene	0	0
C19orf42	C19orf42	unmapped-none	C19orf42	C19orf42	gene	0	0
C19orf43	C19orf43	ENSG00000123144	C19orf43	C19orf43	gene	0	0
C19orf44	C19orf44	ENSG00000105072	C19orf44	C19orf44	gene	0	0
C19orf45	C19orf45	ENSG00000198723	C19orf45	C19orf45	gene	0	0
C19orf46	C19orf46	unmapped-none	C19orf46	C19orf46	gene	0	0
C19orf47	C19orf47	ENSG00000160392	C19orf47	C19orf47	gene	0	0
C19orf48	C19orf48	ENSG00000167747	C19orf48	C19orf48	gene	0	0
C19orf51	C19orf51	unmapped-none	C19orf51	C19orf51	gene	0	0
C19orf52	C19orf52	unmapped-none	C19orf52	C19orf52	gene	0	0
C19orf53	C19orf53	ENSG00000104979	C19orf53	C19orf53	gene	0	0
C19orf54	C19orf54	ENSG00000188493	C19orf54	C19orf54	gene	0	0
C19orf55	C19orf55	unmapped-none	C19orf55	C19orf55	gene	0	0
C19orf57	C19orf57	ENSG00000132016	C19orf57	C19orf57	gene	0	0
C19orf59	C19orf59	unmapped-none	C19orf59	C19orf59	gene	0	0
C19orf6	C19orf6	unmapped-none	C19orf6	C19orf6	gene	0	0
C19orf60	C19orf60	ENSG00000006015	C19orf60	C19orf60	gene	0	0
C19orf63	C19orf63	unmapped-none	C19orf63	C19orf63	gene	0	0
C19orf66	C19orf66	ENSG00000130813	C19orf66	C19orf66	gene	0	0
C19orf69	C19orf69	unmapped-none	C19orf69	C19orf69	gene	0	0
C19orf70	C19orf70	ENSG00000174917	C19orf70	C19orf70	gene	0	0
C19orf71	C19orf71	ENSG00000183397	C19orf71	C19orf71	gene	0	0
C19orf73	C19orf73	ENSG00000221916	C19orf73	C19orf73	gene	0	0
C19orf75	C19orf75	unmapped-none	C19orf75	C19orf75	gene	0	0
C19orf76	C19orf76	unmapped-none	C19orf76	C19orf76	gene	0	0
C19orf77	C19orf77	unmapped-none	C19orf77	C19orf77	gene	0	0
C19orf79	C19orf79	unmapped-none	C19orf79	C19orf79	gene	0	0
C19orf80	C19orf80	unmapped-none	C19orf80	C19orf80	gene	0	0
C19orf81	C19orf81	ENSG00000235034	C19orf81	C19orf81	gene	0	0
C1D	C1D	ENSG00000197223	C1D	C1D	gene	0	0
C1GALT1	C1GALT1	ENSG00000106392	C1GALT1	C1GALT1	gene	0	0
C1GALT1C1	C1GALT1C1	ENSG00000171155	C1GALT1C1	C1GALT1C1	gene	0	0
C1orf100	C1orf100	ENSG00000173728	C1orf100	C1orf100	gene	0	0
C1orf101	C1orf101	ENSG00000179397	C1orf101	C1orf101	gene	0	0
C1orf105	C1orf105	ENSG00000180999	C1orf105	C1orf105	gene	0	0
C1orf106	C1orf106	ENSG00000163362	C1orf106	C1orf106	gene	0	0
C1orf109	C1orf109	ENSG00000116922	C1orf109	C1orf109	gene	0	0
C1orf110	C1orf110	unmapped-none	C1orf110	C1orf110	gene	0	0
C1orf111	C1orf111	unmapped-none	C1orf111	C1orf111	gene	0	0
C1orf112	C1orf112	ENSG00000000460	C1orf112	C1orf112	gene	0	0
C1orf114	C1orf114	unmapped-none	C1orf114	C1orf114	gene	0	0
C1orf115	C1orf115	ENSG00000162817	C1orf115	C1orf115	gene	0	0
C1orf116	C1orf116	ENSG00000182795	C1orf116	C1orf116	gene	0	0
C1orf122	C1orf122	ENSG00000197982	C1orf122	C1orf122	gene	0	0
C1orf123	C1orf123	ENSG00000162384	C1orf123	C1orf123	gene	0	0
C1orf124	C1orf124	ENSG00000010072	C1orf124	C1orf124	gene	0	0
C1orf126	C1orf126	unmapped-none	C1orf126	C1orf126	gene	0	0
C1orf127	C1orf127	ENSG00000175262	C1orf127	C1orf127	gene	0	0
C1orf129	C1orf129	unmapped-none	C1orf129	C1orf129	gene	0	0
C1orf130	C1orf130	unmapped-none	C1orf130	C1orf130	gene	0	0
C1orf131	C1orf131	ENSG00000143633	C1orf131	C1orf131	gene	0	0
C1orf133	C1orf133	unmapped-none	C1orf133	C1orf133	gene	0	0
C1orf135	C1orf135	unmapped-none	C1orf135	C1orf135	gene	0	0
C1orf140	C1orf140	ENSG00000234754	C1orf140	C1orf140	gene	0	0
C1orf141	C1orf141	ENSG00000203963	C1orf141	C1orf141	gene	0	0
C1orf144	C1orf144	unmapped-none	C1orf144	C1orf144	gene	0	0
C1orf146	C1orf146	ENSG00000203910	C1orf146	C1orf146	gene	0	0
C1orf150	C1orf150	unmapped-none	C1orf150	C1orf150	gene	0	0
C1orf151-NBL1	C1orf151-NBL1	unmapped-none	C1orf151-NBL1	C1orf151-NBL1	gene	0	0
C1orf158	C1orf158	ENSG00000157330	C1orf158	C1orf158	gene	0	0
C1orf159	C1orf159	ENSG00000131591	C1orf159	C1orf159	gene	0	0
C1orf162	C1orf162	ENSG00000143110	C1orf162	C1orf162	gene	0	0
C1orf168	C1orf168	ENSG00000187889	C1orf168	C1orf168	gene	0	0
