EX102193_RNA_L8_V1N	EX140477_RNA_L2_V1N	EX150743_RNA_L8_V1N	EX157833_RNA_L8_V1N	EX161328_RNA_L6_V1N	EX169285_RNA_L3_V1N	EX170637_RNA_L2_V1N	EX171518_RNA_L4_V1N	EX172638_RNA_L2_V1N	EX173983_RNA_L2_V1N	EX175931_RNA_L1_V1N	EX176166_RNA_L1_V1N	EX176721_RNA_L7_V1N	EX176795_RNA_L1_V1N	EX177230_RNA_L5_V1N	EX177867_RNA_L8_V1N	EX178108_RNA_L8_V1N	EX178643_RNA_L6_V1N	EX178682_RNA_L4_V1N	EX178815_RNA_L5_V1N	EX178996_RNA_L7_V1N	EX180745_RNA_L2_V1N	EX180995_RNA_L3_V1N	EX181583_RNA_L6_V1N	EX182339_RNA_L4_V1N	EX182678_RNA_L2_V1N	EX185376_RNA_L3_V1N	EX185863_RNA_L6_V1N	EX187488_RNA_L6_V1N	EX142848_RNA_L4_V1N	EX149585_RNA_L7_V1N	EX170045_RNA_L1_V1N	EX171517_RNA_L2_V1N	EX171721_RNA_L3_V1N	EX172587_RNA_L8_V1N	EX172588_RNA_L2_V1N	EX177582_RNA_L6_V1N	EX180922_RNA_L8_V1N	EX183838_RNA_L3_V1N	EX184151_RNA_L1_V1N	EX185255_RNA_L3_V1N	EX186006_RNA_L8_V1N	EX186192_RNA_L7_V1N	EX186931_RNA_L7_V1N	EX187890_RNA_L6_V1N	EX189608_RNA_L7_V1N
g586	-0.63546064721839	0.22649295079132	1.7166563605452	0.807498640353973	1.93670446162289	-1.02545553021437	-0.46355161424674	-0.388431217385183	1.14778282905652	0.0459013652220711	-1.48408973491025	0.23178503262741	2.30491985563431	-1.30622935722014	-0.164600048955357	-0.669953550118821	-0.230538429235002	0.0134529158841025	1.00928313920546	0.751674125796816	-0.398893825279655	-0.16109245083665	-1.96569851947013	0.181343900378481	-0.345259419038893	-1.38185510396413	0.000518132165913027	-0.426085944646031	1.32739988292216	0.745053837074574	1.66028821272843	-1.10324436726878	-0.954523023949587	-1.18803331778803	-1.15611420448239	-0.662315138773502	0.808773854530897	-0.989452027269953	1.51710809759598	0.888796670658031	-1.11801183418842	0.421147896441287	0.436539814081908	-0.108328123695208	0.183862140772889	-0.0357666859349983
g587	0.0698405686238811	-1.54005640349785	-0.393892746466804	0.65489028860676	-0.803905063167683	0.128957097025625	1.80009163986815	-1.03793591783664	-0.932431247203045	0.7407099047059	-0.868869429955515	0.0284561451072891	-1.95163362721303	0.263924827469761	0.288887808859055	-0.721036866721837	0.148288469927915	1.81536226624798	1.57684773708276	0.79489923046575	-0.0740947754789801	0.722350764562915	-1.81575571402562	-1.68933008811026	1.4392137791189	-1.57103192961103	0.702493383890127	-0.0100388999710377	-0.0119158014524967	1.11227927910054	0.729038791468889	-0.652019084947615	-0.898733923251247	-0.95725016833871	0.950952003295143	0.015646103300613	-0.700559787802852	-1.29101875612812	0.0496492428102809	1.51755387132382	-0.438147798558985	-0.0320750676889005	0.630491439436087	0.501810152802909	0.276732866311642	1.43236543601556
g588	-0.144785116089029	-0.312716056654316	-0.725225346366146	0.185270718092532	-0.727083716979008	0.805015346561	2.03757285771495	2.13309558626469	-0.878732285534072	0.429252632822319	-0.117781115515212	-0.230767739734409	1.67820898036504	-0.291818731246601	0.0620936287270851	0.346315006820475	1.42689963483379	-0.061343545123344	-0.108096197844313	0.476827999648207	0.535873768684511	0.371991563223449	0.261698512009883	-2.15417766095322	0.583675874836036	-0.23274300463449	-0.819004759627404	-1.41516841340042	-1.42284464339539	-0.372079346305222	1.68825137548589	-1.60983550830085	-0.17271569327893	-0.226104292142816	-0.463575233231782	0.185298303143577	-0.525185164501182	0.389722427711654	2.12813822677835	0.944417696727459	-1.92138892389459	-0.516064525735416	-0.35441775752133	-0.561550925419499	-1.06956060332812	0.765146166306222
g589	0.405411489389595	-0.68595011569502	1.60388911197553	1.20812634775399	-0.733726900489978	-0.180539405634516	0.916823166126967	-0.696403535743796	-0.0420634207336613	1.23239494567784	0.0608190735527335	0.0993225281526487	1.78059382808107	-0.813945619291907	1.04111722416422	-0.0836663704675556	0.481502054804713	-0.134338408960664	0.711951952704815	1.70460624272676	-0.655818806767375	0.749242290962861	-2.09403220766795	-2.12012372572156	0.519323574515763	-1.33285843616029	0.47219308016203	-0.0214647488629711	-0.397192721869529	1.44561359025845	1.681374989517	-0.573707249265282	-0.381042194903906	-0.258205882504989	-0.71764333061654	0.135417166893462	0.890538036053564	-1.19647031231507	0.159135363671176	-0.0396991353333678	-0.978145883123983	-1.16175051974507	1.21753082552444	-1.59244344846569	-1.06632769001846	-0.559366812310508
g590	-2.48095424045224	0.752862262094319	0.590027831448345	-0.608656243813993	0.587194167938809	-0.0748662299851038	-1.1653547449185	0.656765363338209	1.16437775648429	-0.0796428459037601	0.103514782526892	-0.464502225250024	1.65269780413968	0.359440268653947	0.943548699546278	-0.579657772799474	0.855954748018257	0.123980243143605	0.531431783989034	0.963027076269442	-0.0627197761202077	-1.22707339217139	-0.279105857739637	0.122744924946736	-0.203657118538298	-0.460883222541333	0.280477034433689	-1.79799585208932	-1.39730199997767	1.04028140965034	2.98920093178449	-0.942682007076586	0.0525255947404607	-0.780133016739707	-0.200759478466305	0.609832759910658	-1.01929085317965	-0.0302133268773899	1.1819094329033	1.10255381625948	-1.02069837307002	0.0850605439298689	0.587813708850762	-1.54037761519287	-1.12840157459519	0.20770482249779
g591	-0.183625020149853	-0.729629995215242	1.87678035206594	0.560316819439274	-2.18980445908328	0.031033592295049	0.89243557811469	-0.0818768243164969	-1.30384163142808	0.226363972395746	-1.53322232371881	1.68907081455127	2.31972299538329	0.642693615919971	0.495394943465534	0.0389491669222065	0.118732892924171	0.0811721818899433	0.15911518305453	1.00504747471862	0.349253980450288	-1.29525246358548	-1.46872629435855	0.470264386074166	-0.285405187619076	-1.49019677950415	-0.873711918903633	-1.68812787482188	0.317334185658406	1.77174136482147	0.0440519987908607	-0.293564316988421	0.343144722564801	-0.807977220995264	-0.0645021609842176	-0.325912822982807	-0.432067656498321	-0.137450514911235	0.925406668062616	-0.700363794415896	1.00084359120023	-1.28165845266872	0.0834837125674699	-0.36620586699586	1.29082096011351	0.799948426701244
g592	0.119801279777025	0.577438636162881	1.35223754835205	1.588158922764	-0.267601369649153	-0.205390313702145	0.78614767250177	0.489879003160282	-0.0864709379440233	-0.388153799479562	-1.82994019664284	0.412223662987272	0.586405668378254	-0.191336810536616	0.147329148488831	0.347591105629362	1.37296880022294	0.592595626817387	1.55839673017448	0.832024552871825	0.481880806024821	-0.333892346902322	0.375393918845747	-2.56710145231598	0.818153738749787	-0.903216265483386	0.601499844161249	-0.350862608677963	0.731200655168946	1.15981685203171	1.42997687918799	-1.65712140135336	-2.5953788790095	0.479348294457904	-1.66931019677635	0.930751692834532	-0.142313724309679	-0.645645730817631	-0.00230786279403273	-1.19765877124446	-0.468646311848218	-0.849429844126315	-0.484566567541705	-0.0611643160135152	-0.490705360567365	-0.383005972014928
g593	-0.909523048945438	-0.452872284120563	0.506325398996611	0.379727740242571	1.35591843402011	1.18428791954547	0.785909750458401	-0.101209720876627	0.507702007223904	-0.651651452663989	-1.75549084281473	0.25152046309758	-0.233126366214123	0.332025507576051	-0.287068030363883	-0.0393009589072023	0.916962904432701	0.772135582910943	1.17081046824648	0.436621652341544	-0.239007706216101	-1.00761443650119	-1.81095255357029	-1.24740116883889	1.16257646184264	-0.579602632535574	-0.705117450933213	0.565290123239698	0.0164580481539872	2.31060389325404	1.24176250520141	0.331065389262714	-1.54857629896018	1.15179258583831	-1.03148645473368	-0.530952008815141	1.23417146524469	-1.31175029252177	0.743938830609409	0.301046168802587	-0.821943702207051	-1.0821927142483	1.64063323414216	-1.62556074299323	-0.346366624086979	-0.980519042615864
g594	-0.875840066112551	-0.341963838970574	0.927944120866632	0.0241670282509114	-0.520075108746354	0.324782987042916	0.964509585263741	0.496146745880487	-0.427476455896653	0.173828456272705	-1.00869982519187	-1.02699320432262	0.235179471512674	-0.998279398078447	0.538507249076304	-1.40912379336352	0.768069427587454	0.229170225201966	1.74860697601702	2.28470585667186	0.794722213504389	-0.977072360796957	-2.27725545370973	-0.201373122079275	1.48568994836407	-1.10540164383811	0.534937237296078	0.782428478933475	0.69619635534695	1.54355067388095	1.47056165935863	-1.08924936902271	-0.176711892208236	-0.919988194605082	-1.16573632393233	-0.175363221903329	-0.156562027397045	-0.691016903728039	-0.951498479818996	-0.208385973655105	-1.20036489222175	-1.09819924964199	1.4978742034167	-0.0306542066771306	0.581761434158812	0.929944672013691
g595	0.0471652554711616	0.960553802654034	0.228564530351871	0.870113860954154	0.114828084977128	-0.696164754372258	0.27309893407488	-0.330434151695838	-0.400193058222864	0.277842244700032	-2.0670568920168	-0.855310038387346	0.823072945920655	-0.351452010512211	-0.751961498541881	-0.400330957826981	0.0193260784733984	0.874383813282542	1.25320614278609	1.02713173432981	-0.170938837297596	1.54862118047729	-0.10130208556488	-1.29023878567214	-0.277374381065206	-0.706662558205894	-0.421763154052685	-0.247482265811699	1.30664507987979	2.45949294564435	1.04397945860227	0.163588955602099	-1.34510719515871	-0.764917194246359	-0.834758112882822	0.156367317220775	-0.352558980425373	-1.90414154323822	1.125021639954	0.635669033150994	-1.99135307108666	-0.626180494355414	2.1890256166412	0.182248896857183	0.235559376055034	-0.927824907420904
g596	-0.970944184701372	0.724684400425203	0.397057414908493	0.00144270656615674	0.408136091783595	0.476686962537908	1.93295469189764	0.183503705926825	0.592434986059976	0.657251370474794	-1.50187056028555	1.64245624549632	1.33511376517364	-0.575445913855645	-0.381603428256583	0.306864344070268	0.590507990965461	0.085655666334483	-0.107981156402115	1.19032261053289	1.03113862654169	-1.87172281797554	0.395022859145516	0.491090528714495	0.415564592811155	-0.534248187785331	-1.00763274144864	-0.459847841271473	0.533926168462386	0.806669538093943	0.434197994623227	-1.22277469215972	-0.595387614493582	-1.35829024601353	-2.09606613595751	0.236452631319699	1.0758005828665	-1.48152348028707	0.741218042193397	0.690276252831123	-1.83587640153239	-0.818950245458955	1.60413744772205	-0.929861477434525	-1.24972676476789	0.0191856716085728
g597	-0.285437302738349	-1.53694537750928	-0.0164557238846357	1.51390304249803	-0.276088871511784	0.0629135205529734	0.722449279086796	0.77765002927726	-2.23131162669768	0.574185290704603	-0.426939340801422	0.281544786220291	1.15580500608273	-1.72456316715015	0.227232749800087	-0.347671044517037	-0.00702281220746042	0.661397418548932	0.667236015923775	0.932736031232101	-0.540364564461486	-0.274389537418954	-0.993998934847197	-0.524589188100141	0.866780195090319	-2.47150299238461	-0.415604605487681	0.182115843894647	0.231552780353568	1.9067476214418	0.778778526672292	-0.129028953169452	-1.8144751091475	0.232500301705346	-1.56865160705216	1.8000144903238	0.789365459558234	0.740202714347812	1.28336943971167	0.575659551606778	-0.501245196509345	0.11774494536159	0.711087708341686	-0.90699481254759	-0.658640394478565	-0.141051585714635
g598	0.44288076733491	-1.070177430526	0.352625084215299	-0.375999788462975	0.800543390279898	0.762255374250057	0.641779989862581	-0.0769030217820234	0.163874802522011	0.73365145146194	-0.661367193672276	1.68651619760519	0.791639141348445	-1.13596792209531	-0.0467774591519846	-0.213409548997635	1.67704790398168	-1.8314491668009	1.33512310515015	2.0974147707709	0.52469806238798	-0.654137825193309	0.497063393677814	-1.12217588276606	0.946825082270225	-0.591457742410502	-0.273340692785173	1.30489487539558	-1.81229554245722	-0.405641452371889	2.00781815967232	0.393141262723993	-0.55459279849896	-0.869739311584061	-1.42337058112901	0.565889593160717	0.116187240632838	-1.13834374316902	0.546900835914342	0.0768567833491693	-1.61052099648714	-0.94896031609753	0.411821101836838	-1.13568655301543	-0.861757653746673	-0.0633757466038231
g599	-1.53364573485247	-1.27245363188755	0.289317288363171	-0.639910799605839	0.294297937871505	0.189381418751161	0.992029511725024	0.300260172275568	-0.653508791798293	1.26011007005199	-0.555475073079995	1.72893137795623	0.386089865297146	-0.0378425228494829	0.22907560810027	0.349214090377339	-0.237599453722594	-0.412269148043945	-0.223327635730584	2.04573103920554	1.42876416431101	-0.661318543623535	-1.53434265606782	-0.190661342869598	2.21697452494708	-0.891232106474465	0.591159056429109	0.700358991228901	0.637238568302772	0.431499058772903	0.398263024132654	-0.736707987129646	-1.61648712159422	0.508092512248828	-0.161108195010984	-0.381470888469791	1.27162721384263	-0.73064129715977	0.956672046400671	0.698719057954199	-1.4245857063367	-2.01818233617111	0.944612218853246	-0.855718075168034	-1.1826319831298	-0.897297786622713
g600	0.251356679380636	-0.74269809583901	2.23848577842701	0.188480963245855	0.200672193064894	0.200789114122844	-0.137359277692201	0.73495895390089	-0.247209895272535	0.703003958854946	-1.76661556547574	1.21974352095867	0.511276948987523	0.0251771267364998	0.198933172529398	0.567690502410739	-0.567116448817519	-0.285129078215269	0.910315491467864	0.599079070278365	-0.125136317937625	0.0942280600135057	-2.33197905167213	-1.46459337999825	2.12231478407283	-1.26262003505597	0.421253390434459	0.865284897798908	-0.0901472060813811	0.895288794131171	1.46013580417024	-0.116779536110796	-1.621822452138	-0.0264088971937844	-0.592600095158048	0.308608538143875	0.975975966323423	-2.55896221256541	0.489678206451136	0.568125878055441	-0.991976958571856	-0.474776658665222	-0.284133625196308	-0.0974322109026454	0.160298539758763	-1.12565933516018
g601	-0.562955081871792	-0.687792195187581	1.10134541176483	-0.394376613660249	1.30565503384889	0.0545986083974849	0.936887916077694	-0.363850612315054	0.750688638912426	-0.677137735818121	-1.75896269297861	-1.01989128328346	0.404215983857694	0.370997314926232	0.611000716268238	0.0270914578475783	0.108359246816676	-0.829420068001591	-0.0280668539657387	1.69901207363259	0.455919594333261	-1.74009736743741	-0.612900055980797	-1.79392948192013	0.976105276045705	-0.563494004658202	1.95055294622339	0.0886427998667611	-0.783702361507357	0.407028179899324	2.1428049455734	-0.559928644079506	0.630522814231787	-1.03180816239122	-0.897901672846188	0.289174246631124	-0.213905091531527	-1.04252224211169	1.32821652734336	0.921495308253782	0.174969203040272	-0.602797726130919	1.65550353052344	-1.73018099542584	-0.863659148640958	0.368492317428016
g602	1.6182101298388	-0.120303227136873	0.27965630950805	0.325009955560615	-1.9155571367163	-0.394510844214285	-1.05540062663667	0.133740330304344	-0.466572224163519	-0.735569601069299	-0.284051674306596	-0.678334636731211	0.762855246124836	0.184366987697321	-0.0266928796786839	2.12770956807537	0.612396310466418	-0.998584571552205	0.233020324904271	1.30655950592337	-0.385565442407151	-0.982994699459615	0.859934709973348	1.58107711020505	0.770282107076902	-2.09416534755027	-0.877152918877306	-0.321337121679152	0.25473176183579	-0.601380892134002	0.53824598870737	-0.707032862998603	0.531906907689342	0.60729905701025	0.048098813259842	0.219444913867864	0.285796162186066	0.291606289472838	0.089491097066129	-0.743193407137201	0.00844719375294732	2.12066321244717	-2.47336105585259	0.446600240651396	1.21114098697855	-1.58653005028271
g603	-0.452735630609645	-0.103672758978493	0.321948083605581	0.33058902464867	-1.60457022095513	0.0429711456523726	-1.28106796354514	1.75342955654873	0.406827516493642	-1.63009308424832	1.41320100848863	-1.04179832187837	-0.630870044994409	0.0399499898060888	-0.089835104966873	0.322300426243048	1.82159583641723	-0.201293200890178	-0.198193556696997	1.95968935082813	-0.703369146070866	0.443848336764386	0.697255840412121	0.976422921330641	-1.22595970365272	-0.686032501812336	0.323404043705629	-0.354604684173907	-0.647905624937967	-1.22076242224629	1.54774489529527	1.66410922904046	-0.880207871093713	-1.45915411620751	-0.353388863056015	-1.05862079716793	1.94678864925249	0.604153799578536	0.681629598722011	-0.00943305760036369	-0.71772653637393	-0.401612524339555	-1.23298423378415	-0.248071616385057	0.0478247842892003	1.08827954954301
g604	-0.0341106354446535	0.961237439632678	0.536779524646113	-0.110157441546311	0.78538372921966	0.57905434385059	0.597382331268694	-0.111696424728395	2.25342566928517	-1.78644870207779	1.18726848639296	-0.608991670611181	-0.33282884892357	1.07623056233483	-0.0347535392121413	0.870967273034725	1.8260560856376	-0.731081749081668	-0.24365234542422	0.282118316250041	-1.63318161474302	0.153459376464192	0.10975544764318	-0.488607876976326	-1.40810952792564	-2.18249868670189	0.494817252050861	-0.899840501871418	-0.40259095267625	0.195287720520874	0.352865190732092	-0.568853237836965	0.525915195352984	-0.779574782948558	-1.82946800191714	0.351820802866645	-0.984253045136947	0.314211269238473	2.22060020909385	-1.26171944871527	-0.592012776643916	-0.606477579781667	0.660506644251575	-0.0380425601033203	1.36865759640384	-0.034848515143372
g605	-0.345386187214919	-0.461711931841993	0.357197013283357	0.374652435017689	-0.548271599834635	0.575781472785931	-1.30473158812797	1.37138297499402	0.656767966273336	-1.41349849941189	2.00425739304129	-0.766247641276902	0.0551686214126313	0.716807579484	-1.47551382832832	1.49713430517847	0.602371380277162	-0.532577330767598	-0.80798330482268	0.820970755300311	-0.492123970141589	-0.991672863214414	0.964745622562812	0.714523295652384	-0.920862558518419	-2.31798426757001	-0.501881995424544	1.20509566693668	0.877337744009568	-1.18968101440086	0.45180599837824	-0.250434670870785	1.11572004328965	-1.97489464591227	0.484911134698652	0.138273674338379	-0.72347110160225	1.87268935939211	-1.23773755106847	0.705488645095883	0.317118060210591	-0.0573711293173022	0.838265334678773	0.0703782923241659	0.400809638532749	-0.875616727480995
g606	-1.01226396718309	-0.238350458214216	0.332528934317449	0.120278316559902	-1.40083515857771	1.09523976527406	-0.24795851361028	-0.127491361017448	-0.070788740697611	-1.7614118208585	1.73800171567337	-0.539584551559919	-1.44152238354947	1.25115253452563	1.51184536210106	0.875260723038775	0.0527704609895368	-0.241103007364994	-0.260039114829007	1.72875979966131	-0.0810874271144911	0.433320461300673	1.72649600109686	0.550510483194385	0.240911373543946	-1.52800817806159	-1.07495796059462	-1.04111389595547	-0.802244343361974	1.61855312191818	0.282982689327143	1.429090385419	0.498873833315807	0.297807697785453	0.0674488537728757	-2.30465858544316	-1.24978027117636	-0.0127135071316668	-0.348897913662082	0.862959672337131	-0.948947287402931	-0.179037028060957	-0.302659970705527	0.203308857038235	1.05261143396342	-0.75525703002114
